timestamp,bandwidth_mbps,latency_ms,packet_loss_pct,cpu_percent,memory_percent
2024-01-01 13:15:00,102.526,39.911,0.0,61.48,39.53
2024-01-01 13:20:00,107.001,43.004,0.0,61.98,65.09
2024-01-01 13:25:00,109.327,30.689,0.0,71.08,64.52
2024-01-01 13:30:00,129.776,39.561,0.2707,50.12,52.52
2024-01-01 13:35:00,98.321,47.399,0.0,28.39,54.02
2024-01-01 13:40:00,401.653,78.542,0.0,99.0,55.71
2024-01-01 13:45:00,329.684,62.743,0.0,70.62,64.2
2024-01-01 13:50:00,122.798,38.648,0.0,59.23,57.14
2024-01-01 13:55:00,117.347,30.149,0.0,43.95,73.5
2024-01-01 14:00:00,114.765,42.212,0.0,48.54,44.68
2024-01-01 14:05:00,124.939,46.781,0.0,46.9,53.74
2024-01-01 14:10:00,124.736,41.522,0.0,45.32,63.04
2024-01-01 14:15:00,101.467,45.879,0.0,59.24,60.91
2024-01-01 14:20:00,62.584,35.277,0.0,61.38,55.48
2024-01-01 14:25:00,119.437,43.484,0.0,65.03,42.26
2024-01-01 14:30:00,118.287,42.774,0.0,25.42,62.25
2024-01-01 14:35:00,110.166,36.211,0.0,39.39,62.11
2024-01-01 14:40:00,103.634,39.435,0.0,61.13,55.14
2024-01-01 14:45:00,112.658,35.499,0.0,47.98,59.0
2024-01-01 14:50:00,126.721,50.238,0.0,42.19,67.41
2024-01-01 14:55:00,158.348,45.008,0.0,67.02,63.48
2024-01-01 15:00:00,123.041,38.686,0.0,57.94,45.05
2024-01-01 15:05:00,105.777,42.536,0.0,28.88,54.72
2024-01-01 15:10:00,122.222,41.963,0.0,69.67,60.88
2024-01-01 15:15:00,104.802,53.104,0.4295,48.08,52.31
2024-01-01 15:20:00,130.486,55.375,0.0,78.47,62.79
2024-01-01 15:25:00,86.033,38.122,0.0,34.66,58.04
2024-01-01 15:30:00,106.012,43.228,0.0,49.87,62.91
2024-01-01 15:35:00,112.543,46.567,0.0,44.13,52.42
2024-01-01 15:40:00,119.51,41.41,0.0,52.06,56.77
2024-01-01 15:45:00,104.453,29.526,0.0,54.4,59.3
2024-01-01 15:50:00,121.874,33.802,0.0,39.85,55.82
2024-01-01 15:55:00,79.997,39.877,0.0,57.35,58.07
2024-01-01 16:00:00,97.486,35.663,0.0,53.48,56.44
2024-01-01 16:05:00,83.461,43.34,0.0,48.08,60.69
2024-01-01 16:10:00,137.927,46.112,0.0,67.94,43.23
2024-01-01 16:15:00,112.141,36.163,0.0,53.81,63.23
2024-01-01 16:20:00,95.61,44.962,0.0,43.15,55.89
2024-01-01 16:25:00,94.928,54.438,0.0,31.76,48.61
2024-01-01 16:30:00,110.591,38.927,0.0,55.19,56.51
2024-01-01 16:35:00,98.286,38.426,0.0,54.61,63.06
2024-01-01 16:40:00,81.878,33.428,0.0,49.57,62.54
2024-01-01 16:45:00,116.651,43.535,0.0,38.83,56.09
2024-01-01 16:50:00,113.222,40.771,0.0,48.6,66.16
2024-01-01 16:55:00,127.217,45.065,0.0,42.73,63.21
2024-01-01 17:00:00,79.537,39.232,0.0,36.78,45.55
2024-01-01 17:05:00,108.303,45.005,0.0,68.49,62.53
2024-01-01 17:10:00,89.633,34.71,0.0,47.04,58.08
2024-01-01 17:15:00,56.349,32.0,0.0,51.82,69.17
2024-01-01 17:20:00,83.283,40.81,0.0,39.66,52.77
2024-01-01 17:25:00,54.799,28.971,0.3004,52.41,53.24
2024-01-01 17:30:00,90.267,29.196,0.0,69.2,57.24
2024-01-01 17:35:00,110.553,40.356,0.0,75.43,51.94
2024-01-01 17:40:00,114.092,35.635,0.0,71.88,54.51
2024-01-01 17:45:00,99.258,40.551,0.0,55.14,48.31
2024-01-01 17:50:00,143.462,39.377,0.0,57.37,55.37
2024-01-01 17:55:00,89.757,37.39,0.0,37.19,63.08
2024-01-01 18:00:00,138.818,35.158,0.0,64.85,66.15
2024-01-01 18:05:00,137.045,35.522,0.0,42.7,54.66
2024-01-01 18:10:00,103.346,37.771,0.0,37.38,63.59
2024-01-01 18:15:00,114.78,34.761,0.0,58.52,60.68
2024-01-01 18:20:00,114.582,25.63,0.0,56.07,57.16
2024-01-01 18:25:00,114.626,34.734,0.0,57.81,68.85
2024-01-01 18:30:00,94.479,35.987,0.0,71.37,48.47
2024-01-01 18:35:00,85.704,38.605,0.0,57.6,71.06
2024-01-01 18:40:00,68.488,30.611,0.0,23.01,78.0
2024-01-01 18:45:00,98.074,30.974,0.0,39.69,60.8
2024-01-01 18:50:00,101.418,36.757,0.0,34.58,57.6
2024-01-01 18:55:00,133.247,33.393,0.0,48.91,63.0
2024-01-01 19:00:00,40.235,37.297,0.0,30.69,55.23
2024-01-01 19:05:00,37.894,36.545,0.0,54.56,80.36
2024-01-01 19:10:00,35.379,30.733,0.0,59.59,62.29
2024-01-01 19:15:00,28.446,30.291,0.0,30.29,49.9
2024-01-01 19:20:00,32.41,22.736,0.0,53.25,55.94
2024-01-01 19:25:00,23.154,25.458,0.0,57.44,62.2
2024-01-01 19:30:00,14.873,20.794,0.0,42.23,57.31
2024-01-01 19:35:00,31.34,19.773,0.0,56.82,52.13
2024-01-01 19:40:00,46.078,28.5,0.0,39.72,59.04
2024-01-01 19:45:00,45.022,43.968,0.0,19.7,53.43
2024-01-01 19:50:00,35.332,24.86,0.0,45.25,63.04
2024-01-01 19:55:00,26.265,31.741,0.0,41.53,46.08
2024-01-01 20:00:00,35.301,23.266,0.0,46.83,63.37
2024-01-01 20:05:00,35.289,22.956,0.0,52.42,53.06
2024-01-01 20:10:00,27.395,30.075,0.0,41.92,57.66
2024-01-01 20:15:00,35.655,183.329,0.4438,36.29,47.19
2024-01-01 20:20:00,23.246,30.089,0.0,35.14,53.71
2024-01-01 20:25:00,29.777,40.674,0.0,44.8,51.19
2024-01-01 20:30:00,34.416,37.414,0.0,45.7,70.26
2024-01-01 20:35:00,37.715,34.265,0.0,42.39,57.86
2024-01-01 20:40:00,29.399,38.855,0.0,38.59,40.91
2024-01-01 20:45:00,28.09,33.094,0.0,46.36,62.53
2024-01-01 20:50:00,11.598,33.483,0.0,53.74,61.14
2024-01-01 20:55:00,12.444,37.597,0.0,42.67,58.62
2024-01-01 21:00:00,35.736,28.288,0.0,57.16,51.64
2024-01-01 21:05:00,35.655,24.587,0.0,46.43,60.65
2024-01-01 21:10:00,30.091,30.148,0.0,27.38,66.65
2024-01-01 21:15:00,29.333,25.412,0.0,43.04,46.06
2024-01-01 21:20:00,42.777,35.504,0.0,46.91,66.51
2024-01-01 21:25:00,38.147,24.895,0.0,43.41,60.79
2024-01-01 21:30:00,31.543,40.506,0.0,49.96,53.32
2024-01-01 21:35:00,27.309,30.67,0.0,45.89,62.63
2024-01-01 21:40:00,29.609,39.09,0.0,40.86,66.42
2024-01-01 21:45:00,35.794,34.082,0.2824,48.91,50.19
2024-01-01 21:50:00,36.272,28.629,0.0,30.99,70.9
2024-01-01 21:55:00,29.01,29.262,0.0,32.73,62.15
2024-01-01 22:00:00,27.254,26.511,0.0,48.61,64.43
2024-01-01 22:05:00,27.86,29.754,0.0,61.38,62.66
2024-01-01 22:10:00,33.89,39.916,0.0,30.83,71.45
2024-01-01 22:15:00,28.457,30.403,0.0,16.86,66.43
2024-01-01 22:20:00,31.528,32.759,0.0,31.45,67.3
2024-01-01 22:25:00,43.471,33.759,0.0,68.74,57.23
2024-01-01 22:30:00,22.728,43.59,0.0,24.53,52.04
2024-01-01 22:35:00,12.117,42.646,0.0,26.47,63.31
2024-01-01 22:40:00,31.612,31.902,0.0,35.81,57.21
2024-01-01 22:45:00,28.24,25.605,0.0,29.4,56.93
2024-01-01 22:50:00,42.979,37.798,0.0,42.36,83.86
2024-01-01 22:55:00,23.618,24.088,0.0,57.07,62.62
2024-01-01 23:00:00,47.553,29.038,0.0,37.41,63.88
2024-01-01 23:05:00,45.797,36.485,0.0,36.7,42.71
2024-01-01 23:10:00,33.61,22.917,0.2833,33.16,67.33
2024-01-01 23:15:00,25.214,43.857,0.0,32.56,70.78
2024-01-01 23:20:00,41.059,32.358,0.0,38.98,66.07
2024-01-01 23:25:00,44.137,25.167,0.0,40.38,65.46
2024-01-01 23:30:00,39.825,32.711,0.0,44.11,51.32
2024-01-01 23:35:00,24.968,24.648,0.0,29.59,57.96
2024-01-01 23:40:00,125.396,53.993,0.0,68.73,56.53
2024-01-01 23:45:00,28.845,30.795,0.0,39.91,59.4
2024-01-01 23:50:00,49.395,39.313,0.0,39.74,46.75
2024-01-01 23:55:00,25.207,32.792,0.0,29.09,56.55
2024-01-02 00:00:00,34.839,26.828,0.0,38.76,51.47
2024-01-02 00:05:00,23.959,267.537,0.0,44.24,56.19
2024-01-02 00:10:00,31.814,30.264,0.0,41.54,52.54
2024-01-02 00:15:00,47.736,32.462,0.0,57.92,54.06
2024-01-02 00:20:00,30.148,29.748,0.0,36.39,55.05
2024-01-02 00:25:00,31.97,38.611,0.3593,23.58,57.69
2024-01-02 00:30:00,44.637,37.262,0.0,39.6,53.69
2024-01-02 00:35:00,31.915,24.672,0.0,47.47,64.4
2024-01-02 00:40:00,29.892,27.921,0.0,50.23,50.07
2024-01-02 00:45:00,21.718,29.93,0.0,53.96,57.05
2024-01-02 00:50:00,26.109,25.293,0.0,32.41,51.62
2024-01-02 00:55:00,33.349,33.244,0.0,47.09,64.58
2024-01-02 01:00:00,34.427,27.209,0.0,45.95,49.19
2024-01-02 01:05:00,26.715,29.0,0.0,32.47,61.78
2024-01-02 01:10:00,25.54,16.691,0.0,53.82,56.96
2024-01-02 01:15:00,30.824,29.489,0.0,37.78,52.66
2024-01-02 01:20:00,26.315,31.328,0.0,21.54,68.6
2024-01-02 01:25:00,29.989,24.718,0.0,29.34,61.52
2024-01-02 01:30:00,25.065,32.905,0.0,40.77,58.99
2024-01-02 01:35:00,29.87,40.004,0.0,49.1,58.87
2024-01-02 01:40:00,37.9,33.58,0.0,45.71,58.24
2024-01-02 01:45:00,29.678,27.055,0.0,62.39,63.69
2024-01-02 01:50:00,30.793,37.155,0.0,42.34,69.94
2024-01-02 01:55:00,26.107,24.77,0.0,37.64,48.41
2024-01-02 02:00:00,47.065,33.498,0.0,62.62,71.01
2024-01-02 02:05:00,34.262,27.92,0.0,33.51,49.91
2024-01-02 02:10:00,44.311,29.733,0.0,33.69,59.33
2024-01-02 02:15:00,36.52,26.137,0.0,39.32,55.33
2024-01-02 02:20:00,31.951,32.901,0.0,36.7,51.83
2024-01-02 02:25:00,48.479,24.245,0.0,40.85,57.44
2024-01-02 02:30:00,38.777,32.305,0.0,44.58,50.32
2024-01-02 02:35:00,26.722,28.127,0.0,39.65,58.89
2024-01-02 02:40:00,25.168,28.858,0.0,31.47,62.38
2024-01-02 02:45:00,26.359,24.307,0.0,32.5,52.71
2024-01-02 02:50:00,28.491,32.06,0.0,36.51,70.71
2024-01-02 02:55:00,30.712,25.282,0.0,38.37,54.82
2024-01-02 03:00:00,55.861,123.357,0.0,47.18,54.33
2024-01-02 03:05:00,35.1,38.062,0.0,43.0,72.86
2024-01-02 03:10:00,19.661,33.987,0.0,43.39,54.21
2024-01-02 03:15:00,33.836,32.113,0.0,31.99,54.49
2024-01-02 03:20:00,17.503,24.658,0.4912,36.38,40.24
2024-01-02 03:25:00,34.526,34.647,0.0,43.39,39.35
2024-01-02 03:30:00,32.158,31.975,0.0,51.78,52.52
2024-01-02 03:35:00,35.131,22.169,0.0,44.26,60.8
2024-01-02 03:40:00,19.65,27.113,0.0,29.86,58.58
2024-01-02 03:45:00,22.303,22.87,0.0,40.28,63.12
2024-01-02 03:50:00,29.326,33.423,0.2229,31.61,51.77
2024-01-02 03:55:00,26.167,34.25,0.0,47.65,51.53
2024-01-02 04:00:00,37.365,27.697,0.0,40.54,69.73
2024-01-02 04:05:00,31.766,34.201,0.0,46.49,62.63
2024-01-02 04:10:00,33.81,41.42,0.0,61.17,51.06
2024-01-02 04:15:00,32.374,31.046,0.0,62.3,61.8
2024-01-02 04:20:00,42.135,39.752,0.0,23.08,56.51
2024-01-02 04:25:00,12.212,30.543,0.0,31.27,55.51
2024-01-02 04:30:00,25.594,28.324,0.0,18.32,70.94
2024-01-02 04:35:00,38.368,35.458,0.0,19.97,63.78
2024-01-02 04:40:00,45.153,35.099,0.0,26.55,54.81
2024-01-02 04:45:00,33.169,39.385,0.0,53.83,55.14
2024-01-02 04:50:00,40.751,44.227,0.0,40.66,65.93
2024-01-02 04:55:00,44.646,35.701,0.0,33.43,62.42
2024-01-02 05:00:00,26.689,28.868,0.0,34.06,57.27
2024-01-02 05:05:00,28.188,37.651,0.0,29.76,47.76
2024-01-02 05:10:00,42.721,33.87,0.0,57.26,63.71
2024-01-02 05:15:00,36.627,29.718,0.0,52.99,46.2
2024-01-02 05:20:00,39.741,43.775,0.0,20.69,54.65
2024-01-02 05:25:00,29.917,34.011,0.0,38.95,69.09
2024-01-02 05:30:00,38.425,26.872,0.0,42.52,58.01
2024-01-02 05:35:00,43.327,38.719,0.0,55.92,51.33
2024-01-02 05:40:00,32.632,32.922,0.0,65.06,62.19
2024-01-02 05:45:00,0.0,41.716,0.0,32.44,53.68
2024-01-02 05:50:00,32.797,38.564,0.0,26.28,51.89
2024-01-02 05:55:00,25.137,25.761,0.0,53.93,61.4
2024-01-02 06:00:00,29.581,40.516,0.0,43.01,61.01
2024-01-02 06:05:00,28.423,31.574,0.0,49.62,47.81
2024-01-02 06:10:00,48.342,38.917,0.0,46.05,37.83
2024-01-02 06:15:00,45.723,37.508,0.0,28.74,45.19
2024-01-02 06:20:00,44.603,36.811,0.0,47.83,54.92
2024-01-02 06:25:00,39.67,39.634,0.0,45.56,49.86
2024-01-02 06:30:00,10.21,30.455,0.0,51.03,61.4
2024-01-02 06:35:00,21.886,29.861,0.0,52.83,64.56
2024-01-02 06:40:00,41.125,27.782,0.0,33.68,66.03
2024-01-02 06:45:00,24.607,34.238,0.0,39.04,59.7
2024-01-02 06:50:00,30.339,42.351,0.0,40.14,60.76
2024-01-02 06:55:00,28.82,32.298,0.0,41.82,61.07
2024-01-02 07:00:00,42.097,38.857,0.0,43.75,61.11
2024-01-02 07:05:00,35.202,26.829,0.0,36.99,62.74
2024-01-02 07:10:00,38.88,39.983,0.0,55.53,78.61
2024-01-02 07:15:00,18.992,35.212,0.0,50.61,57.39
2024-01-02 07:20:00,34.106,30.133,0.0,35.24,58.18
2024-01-02 07:25:00,40.965,37.148,0.0,29.66,67.9
2024-01-02 07:30:00,25.304,31.066,0.2486,49.3,70.16
2024-01-02 07:35:00,31.961,23.846,0.0,16.07,61.36
2024-01-02 07:40:00,24.092,28.019,0.0,44.41,52.08
2024-01-02 07:45:00,46.471,31.447,0.0,42.95,65.63
2024-01-02 07:50:00,21.566,41.612,0.0,29.78,56.73
2024-01-02 07:55:00,30.838,20.448,0.0,16.31,59.31
2024-01-02 08:00:00,96.745,41.502,0.0,46.42,55.92
2024-01-02 08:05:00,129.203,43.929,0.0,59.44,55.43
2024-01-02 08:10:00,112.228,44.778,0.0,38.05,61.74
2024-01-02 08:15:00,336.374,76.482,0.0,81.03,52.02
2024-01-02 08:20:00,61.259,32.169,0.0,44.8,63.43
2024-01-02 08:25:00,144.919,38.887,0.0,61.64,55.43
2024-01-02 08:30:00,116.519,39.148,0.0,68.18,54.61
2024-01-02 08:35:00,107.11,277.385,0.0,77.5,65.92
2024-01-02 08:40:00,95.149,26.088,0.0,45.18,59.02
2024-01-02 08:45:00,117.99,47.23,0.0,66.81,54.89
2024-01-02 08:50:00,144.34,47.074,0.3815,66.39,50.5
2024-01-02 08:55:00,99.298,36.677,0.0,27.31,43.75
2024-01-02 09:00:00,133.046,32.841,0.0,52.4,63.24
2024-01-02 09:05:00,65.938,29.629,0.0,49.01,55.73
2024-01-02 09:10:00,97.681,44.62,0.0,52.7,48.98
2024-01-02 09:15:00,115.304,45.293,0.0,50.8,59.87
2024-01-02 09:20:00,95.229,43.432,0.0,51.73,43.68
2024-01-02 09:25:00,115.811,39.158,0.0,60.16,55.29
2024-01-02 09:30:00,107.644,49.796,0.0,39.39,60.77
2024-01-02 09:35:00,102.115,45.783,0.0,58.43,62.36
2024-01-02 09:40:00,108.396,41.009,0.0,46.42,46.75
2024-01-02 09:45:00,318.963,60.901,0.0,64.03,52.66
2024-01-02 09:50:00,96.991,35.471,0.0,41.18,56.27
2024-01-02 09:55:00,119.607,40.607,0.0,41.55,57.08
2024-01-02 10:00:00,121.396,35.519,3.0666,55.59,53.92
2024-01-02 10:05:00,104.593,42.92,0.2644,39.89,49.15
2024-01-02 10:10:00,157.702,57.861,0.0,48.23,61.77
2024-01-02 10:15:00,140.662,50.765,0.0,63.01,68.8
2024-01-02 10:20:00,372.58,80.411,0.0,99.0,61.9
2024-01-02 10:25:00,115.367,29.91,0.0,56.1,64.6
2024-01-02 10:30:00,184.996,53.335,0.0,71.81,65.81
2024-01-02 10:35:00,150.692,33.796,0.0,53.86,53.57
2024-01-02 10:40:00,147.8,50.768,0.0,78.93,55.27
2024-01-02 10:45:00,182.974,47.302,0.0,60.58,44.53
2024-01-02 10:50:00,115.72,38.914,0.0,29.67,51.16
2024-01-02 10:55:00,85.331,48.554,0.0,61.37,59.75
2024-01-02 11:00:00,130.278,46.012,0.0,38.93,53.78
